row,dataset_index,id,true,pred,correct,confidence,true_probability,snippet
1892,1135,02pf,Combinatorics,Algebra,False,0.9136478304862976,0.06793219596147537,Problem: Quantos números naturais de cinco algarismos têm o produto de seus algarismos igual a 2000?
925,20071,00bz,Combinatorics,Algebra,False,0.9132574796676636,0.06839186698198318,"A sequence of natural numbers is *admissible* if its terms are less or equal to $100$ and its sum is greater than $1810$. Find the least $d$ such that each admissible sequence has a subsequence sum in the interval $[1810-d, 1810+d]$."
744,22535,0ayh,Number Theory,Algebra,False,0.9104141592979431,0.06315688043832779,Problem: Let $a$ and $b$ be integers for which $\frac{a}{2} + \frac{b}{1009} = \frac{1}{2018}$. Find the smallest possible value of $|a b|$.
1022,21836,0a13,Algebra,Combinatorics,False,0.9102914333343506,0.056244734674692154,"Problem: We spelen een spelletje stoelendans met $n$ stoelen genummerd 1 tot en met $n$. Je hangt $n$ blaadjes, genummerd 1 tot en met $n$, op de stoelen zodanig dat het nummer op een blaadje niet overeenkomt met het nummer op de stoel. Op elke stoel zit een s"
568,3431,0jpl,Number Theory,Combinatorics,False,0.9096775650978088,0.04665862023830414,"Problem: Let $n$ be the second smallest integer that can be written as the sum of two positive cubes in two different ways. Compute $n$. If your guess is $a$, you will receive $\max \left(25-5 \cdot \max \left(\frac{a}{n}, \frac{n}{a}\right), 0\right)$ points,"
905,23731,0b2p,Number Theory,Algebra,False,0.9091256856918335,0.06802000850439072,Problem: Let $P(x)$ be a polynomial with integer coefficients such that $P(-4)=5$ and $P(5)=-4$. What is the maximum possible remainder when $P(0)$ is divided by 60?
1992,1054,0ir2,Combinatorics,Geometry,False,0.9089812636375427,0.07346891611814499,"For a pair $A = (x_1, y_1)$ and $B = (x_2, y_2)$ of points on the coordinate plane, let $d(A, B) = |x_1 - x_2| + |y_1 - y_2|$. We call a pair $(A, B)$ of (unordered) points *harmonic* if $1 < d(A, B) \le 2$. Determine the maximum number of harmonic pairs among"
1400,15722,00rr,Number Theory,Algebra,False,0.906886637210846,0.07986719906330109,"A positive integer $n$ is *downhill* if its decimal representation $\overline{a_k a_{k-1} \dots a_0}$ satisfies $a_k \ge a_{k-1} \ge \dots \ge a_0$. A real-coefficient polynomial $P$ is *integer-valued* if $P(n)$ is an integer for all integer $n$, and *downhil"
1134,22909,0e7s,Geometry,Algebra,False,0.9049527645111084,0.0769912451505661,"Problem: 2. Dan je pokončni valj, za katerega velja, da ploščina osnovne ploskve, ploščina plašča in površina tvorijo aritmetično zaporedje. a) Naj bo $v$ višina danega valja. Izrazi polmer $r$ tega valja $z$ $v$. b) Denimo, da je dani valj visok $3~\mathrm{m}"
334,13640,0ds1,Combinatorics,Geometry,False,0.9023483991622925,0.08213850110769272,"Determine the minimum number of lines that can be drawn on the plane so that they intersect in exactly $200$ distinct points. (Note that for $3$ distinct points, the minimum number of lines is $3$ and for $4$ distinct points, the minimum is $4$.)"
542,11539,01l2,Algebra,Number Theory,False,0.9017241597175598,0.061649709939956665,Prove that there exist infinitely many positive integers $n$ so that $n$ and the sum of its digits are perfect squares and a) the decimal representation of $n$ contains at most one $0$; b) the decimal representation of $n$ does not contain $0$. (T. Lasy)
1846,13275,09bl,Number Theory,Algebra,False,0.9005071520805359,0.08320652693510056,$2x(xy - 2y - 3) = (x + y)(3x + y)$ тэгшитгэлийн бүх натурал шийдийг ол.
1873,1088,061s,Combinatorics,Geometry,False,0.9005061984062195,0.06295071542263031,"Problem: In der Ebene liegen $n$ abgeschlossene Kreisscheiben $K_{1}, K_{2}, \ldots, K_{n}$ mit gleichem Radius $r$. Jeder Punkt der Ebene ist dabei in höchstens $2003$ dieser Kreisscheiben enthalten. Man beweise, dass jede Kreisscheibe $K_{i}$ höchstens $1402"
779,26072,05v9,Number Theory,Algebra,False,0.9000416994094849,0.08569534122943878,"Problem: Déterminer tous les polynômes $P \in \mathbb{Z}[X]$ tels que : (i) $P(n) \geqslant 1$ pour tout $n \geqslant 1$ (ii) $P(mn)$ et $P(m) P(n)$ ont le même nombre de diviseurs premiers pour tous $m, n \geqslant 1$."
1805,6487,0ldv,Algebra,Number Theory,False,0.8999184966087341,0.080397829413414,"A sequence $(x_n)$ is defined as follows $$ x_0 = 2,\ x_1 = 1,\ x_{n+2} = x_{n+1} + x_n $$ for every non-negative integer $n$. a) For every $n \ge 1$, prove that if $x_n$ is a prime number then $n$ is a prime number or $n$ has no odd prime divisors. b) Find al"
2675,23708,09l1,Number Theory,Combinatorics,False,0.8996450304985046,0.07163278013467789,"Bill wants to write a set of pairwise distinct positive integers on the board, ensuring that each number is divisible by at most one other number on the board. (1) Prove that Bill can write 14 numbers on the board. (2) Prove that Bill cannot write 15 numbers o"
439,10746,09v6,Algebra,Geometry,False,0.8994372487068176,0.07905454188585281,"After breakfast, the sisters Anna and Birgit depart for school, each going to a different school. Their house is next to a bicycle path running between the two schools. Anna is cycling with a constant speed of $12$ km per hour and Birgit is walking in the oppo"
1446,4190,08m9,Algebra,Combinatorics,False,0.8978157639503479,0.046736836433410645,Problem: A group of $n>1$ pirates of different ages owned a total of 2009 coins. Initially each pirate (except the youngest one) had one coin more than the next younger. a) Find all possible values of $n$. b) Every day a pirate was chosen. The chosen pirate ga
1250,11062,0kaj,Number Theory,Algebra,False,0.8961319923400879,0.06711997836828232,"Problem: Given that $A$, $B$ are nonzero base-10 digits such that $A \cdot \overline{A B} + B = \overline{B B}$, find $\overline{A B}$."
2613,25308,0kmv,Algebra,Number Theory,False,0.8910381197929382,0.08867717534303665,A two-digit positive integer is said to be *cuddly* if it is equal to the sum of its nonzero tens digit and the square of its units digit. How many two-digit positive integers are cuddly? (A) 0 (B) 1 (C) 2 (D) 3 (E) 4
1659,19670,0kki,Algebra,Number Theory,False,0.8909866213798523,0.08494490385055542,"Problem: Suppose $m$ and $n$ are positive integers for which - the sum of the first $m$ multiples of $n$ is $120$, and - the sum of the first $m^{3}$ multiples of $n^{3}$ is $4032000$. Determine the sum of the first $m^{2}$ multiples of $n^{2}$."
265,11314,0fcs,Number Theory,Combinatorics,False,0.8885625600814819,0.0720863938331604,"Problem: ¿Cuántas ternas ordenadas de números naturales $(a, b, c)$ distintos de la unidad hay tales que $$ a.b.c = 7^{39}? $$"
